x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
21.81,y,1971.76,rue,408.39708376125543,1.21,2.58,-56,17.43,0.0,106.8,318377.06154646806
20.28,y,2186.84,false,417.229204429358,0.8,1.29,60,14.3,-8.41,107.48,185985.68788012385
18.11,b,2006.74,false,406.01022136658526,0.85,1.78,12,,-9.09,111.37,218698.730869276
21.11,b,1716.35,true,409.80707302580464,2.4,4.47,-48,23.72,-1.4,107.18,276691.95777799335
21.36,b,1563.88,false,415.8762567863446,0.7,1.87,4,20.62,7.57,118.76,120971.21853558935
21.64,r,2272.66,false,404.63289662782523,0.9,1.33,-50,19.24,9.58,110.76,335504.30705297086
20.19,b,2196.97,true,409.0682343439653,1.48,2.34,29,25.29,2.79,106.72,282962.89009479416
18.68,b,2154.24,false,401.94109686271355,3.03,6.05,-20,21.52,-6.57,107.57,241216.4794016765
18.51,r,1944.6,false,417.99550803385085,0.48,1.13,-64,13.43,-9.89,103.95,137550.44657188054
20.15,b,2158.89,true,407.09902812605736,1.35,3.63,82,22.75,-4.11,113.02,337629.31576697755
21.82,b,1772.29,true,418.1993634406214,0.47,0.69,-93,,5.44,103.91,233763.95398013268
18.9,r,1696.38,false,410.14228956684605,0.78,1.11,38,13.51,9.99,107.58,103572.50844879847
20.92,b,2037.01,false,414.1225147064762,3.78,7.42,-33,15.34,5.36,114.7,164944.2966295851
21.54,b,1811.23,true,408.79564108901764,0.34,0.5,45,19.77,-4.2,106.65,289630.11520048743
22.69,y,1723.66,true,404.4977792381363,0.41,1.08,-36,19.72,-9.9,106.08,291417.81538392574
21.85,y,2314.65,false,407.8907049829086,0.04,0.39,-20,,-6.5,111.67,323784.1727186218
19.73,r,2034.03,true,403.1888260488849,0.24,0.71,-68,16.77,2.88,120.06,295646.7628840539
18.55,y,1924.12,true,413.79165576344326,0.58,1.43,-75,20.95,9.61,107.2,152815.0796730965
18.23,y,1953.99,true,415.17424790146464,0.96,2.21,-46,20.45,7.5,113.09,113130.85419268144
23.85,y,2143.6,true,405.26030465406353,0.65,1.83,95,22.14,-1.5,113.37,436689.26741489477
18.72,y,2401.58,false,415.8085362137311,0.42,0.38,89,23.12,-9.13,104.89,208540.89073714937
23.06,r,2236.96,false,417.7249802263233,1.32,2.57,-61,22.94,-8.36,108.7,253784.9476823483
20.57,b,2161.93,true,400.29023188236255,0.26,0.46,13,,0.09,108.91,280065.09443439345
0.0,r,1964.64,true,402.3692862174347,0.88,2.2,-13,23.61,8.46,110.49,299929.55571785604
23.42,r,2411.57,true,401.32483034852635,0.14,0.46,-60,15.25,9.05,107.48,401713.0408810419
25.57,!,1872.42,false,405.51220918092275,0.18,-0.05,-46,17.14,1.32,111.0,369291.2935493205
18.76,x,1675.13,true,401.23722363805615,0.12,0.32,-45,23.43,-7.62,118.26,229045.62717885518
22.57,r,2080.23,true,411.17753751228025,1.64,3.27,34,20.75,-9.56,113.87,202053.0564891117
17.82,y,2035.76,false,417.626877441817,1.68,2.97,54,21.59,-2.7,113.06,117240.59423878464
17.85,b,2331.4,true,408.0192444564668,1.03,2.56,-22,13.67,6.63,106.99,234789.15736959304
19.73,r,2221.98,true,418.8833652369265,0.95,1.52,-26,24.26,9.87,110.44,147360.84996845992
21.93,r,1725.68,true,403.87476222606955,0.69,0.81,91,24.52,4.03,108.73,348365.5858823078
23.68,r,2072.8,false,410.5853097319144,0.46,1.03,22,23.37,-5.51,105.93,217724.97766620645
18.54,b,1994.29,true,410.4792049945899,1.08,2.08,27,,-9.99,107.25,110410.60282622649
19.54,y,1809.63,true,415.92082407401716,1.03,1.54,-91,24.63,-5.28,107.33,190358.56644607178
21.4,r,1628.57,false,411.0120868768975,1.65,3.14,-43,15.72,4.28,104.28,144339.77053997567
22.0,y,2270.68,true,409.25212873715543,2.54,5.3,45,17.84,9.91,113.02,339871.44137760636
17.72,y,1906.57,true,402.4139975301477,3.49,7.1,93,20.17,6.43,107.64,288186.03966182214
19.45,y,2357.76,false,410.1169564599758,3.21,6.74,70,12.83,-2.96,105.83,193653.33345437088
20.14,y,1771.21,false,402.1569747715248,0.49,1.06,-87,22.02,-9.63,110.68,313221.10767262755
23.99,r,1633.83,false,415.9828442542826,0.12,0.06,-30,14.64,-7.44,107.68,177337.63043268173
21.12,b,2281.42,false,400.9553709415136,0.04,0.0,83,18.67,1.58,109.9,369685.31074958073
15.77,r,2179.38,true,417.22396588786586,0.21,0.01,98,18.73,9.16,110.11,147022.05010080774
17.71,y,2465.18,true,408.8664915379537,0.3,0.9,13,19.13,8.31,107.98,233457.53468876833
20.76,x,2137.54,false,417.1701149078706,0.51,0.92,66,19.45,-0.18,106.67,200355.46442895735
17.79,y,2413.31,false,407.83417276475353,0.36,0.77,-89,18.7,-8.51,113.44,309991.622170863
21.72,r,1888.45,false,416.78733781888377,0.03,-0.14,55,20.56,-9.01,110.72,184722.78124787772
22.41,y,1685.72,false,408.48709027878897,0.63,2.26,72,20.2,-1.23,105.31,322655.59205195
17.98,b,1902.79,true,400.697738574264,1.79,3.71,64,19.35,7.68,-117.34,249154.88301733637
18.45,y,1794.58,true,417.8614287803902,0.99,2.53,-86,19.23,9.53,107.14,160653.84540656442
24.02,,1569.4,false,401.06733208441204,0.42,0.54,-17,14.31,2.62,110.98,286172.0712896721
19.77,y,1921.57,true,403.3507886775187,0.18,0.03,-70,20.82,-6.7,112.1,291161.13784907846
17.75,y,1655.04,true,408.69265666045436,1.16,1.92,-13,21.54,-9.86,100.57,191964.7897146543
20.78,r,2241.65,false,401.7670932901083,0.11,-0.56,44,18.66,-3.95,109.7,307282.81737931253
20.2,r,2406.3,true,411.175810651496,0.52,0.61,71,25.25,5.59,107.31,216566.62864976452
21.41,r,2426.52,true,414.9706518595458,1.09,1.6,-2,16.96,9.99,111.26,196845.40350508067
18.87,r,2057.98,true,402.18720350327993,1.23,2.82,10,21.4,5.21,113.95,234428.86271295114
22.35,r,1977.88,false,410.37195888771913,0.89,1.64,-1,26.51,-4.36,118.39,176022.80463109762
18.45,y,2050.36,false,400.72817783951643,1.13,2.06,52,14.49,-9.92,113.62,250876.071276396
18.56,y,1649.63,true,411.1377297463406,0.71,1.7,73,21.01,-6.36,104.84,133895.28718089545
21.67,b,1927.14,true,413.4242025261997,0.1,0.14,27,22.48,3.05,111.5,166804.730084198
21.29,y,1395.47,false,406.6110210073035,0.6,0.91,-47,19.77,9.66,113.39,248066.85792265538
16.45,r,1675.26,false,413.47255663404377,1.0,2.08,92,21.86,7.38,108.69,131117.0321261204
22.11,r,2170.65,false,408.3795774853025,0.81,1.36,-57,22.78,-1.67,100.29,344975.35277417715
20.18,r,2018.67,false,404.3285708138108,0.19,-0.18,-36,20.15,-9.2,112.36,270830.74016025435
20.12,r,1915.87,true,407.74168988541913,0.21,0.39,24,20.23,-8.26,111.56,255299.88036255215
16.24,y,1531.88,true,408.7249379703843,0.1,0.61,-65,16.6,0.26,106.31,202792.4628450712
21.18,y,1288.6,true,418.88849161388464,0.52,0.7,-79,18.53,8.55,106.7,154392.22094491852
19.29,r,1838.62,true,419.7592704686548,0.33,1.03,8,17.74,8.97,113.07,105443.70306122786
18.1,r,2323.68,false,411.1214088512068,1.72,3.25,24,23.5,1.14,112.88,116663.67890130042
21.67,y,1850.91,false,419.72748838685976,0.17,0.27,-7,17.22,-7.74,106.76,150290.1119648979
20.38,y,1838.18,f,419.3645558826802,0.38,0.31,73,19.44,-9.5,108.67,178156.3929996363
19.38,r,1835.54,false,415.2565642927093,0.38,0.0,-41,17.53,-2.53,99.27,123493.62950446454
19.0,b,1800.12,true,414.9164631856949,1.24,2.25,72,27.2,6.77,105.66,151370.1332100787
21.29,b,2061.83,true,404.5185469921601,1.18,2.0,-54,23.07,9.85,111.96,315520.5349711413
19.27,y,2402.98,true,409.2035320150221,0.38,0.78,66,22.65,3.87,111.22,309972.3891562216
20.53,y,1906.72,true,415.72498706065517,1.94,3.34,-44,20.84,-5.66,114.47,152974.9616354565
19.08,b,2502.97,true,411.22717443223945,1.4,2.73,-28,20.64,-9.99,117.42,155431.59655896437
17.9,y,2091.33,true,411.7061479282728,0.87,1.39,-98,16.33,-5.13,112.98,189553.83993872377
18.91,y,2296.0,true,400.0131438311027,5.32,10.81,-4,17.42,4.44,108.14,249434.07813931679
19.5,r,1924.57,false,404.9324969778386,0.77,1.63,-70,17.09,9.93,111.95,286717.9751929111
21.21,b,2364.98,true,404.04930582413704,0.34,1.67,-64,15.58,6.29,111.59,351955.82162962435
24.95,r,2064.03,true,405.398315025069,0.69,1.78,-35,19.51,-3.13,109.28,372901.10037902585
21.4,y,2445.89,true,413.8191469513603,0.96,1.97,37,15.08,-9.68,106.12,212125.72192418462
21.16,,1944.86,true,404.72693609601515,0.92,1.53,32,22.97,-7.32,113.35,283855.20622603584
19.11,r,1756.28,true,415.18549517674904,0.67,1.12,-8,19.8,1.76,108.19,97230.75995331448
17.98,r,1832.41,false,411.78661901926745,1.0,1.92,37,19.39,9.23,110.14,94836.53291662298
17.54,y,2039.76,false,403.4768929388406,1.39,2.91,35,21.72,8.21,106.57,217554.69176764713
22.12,b,2117.49,true,403.545477981155,0.64,1.62,-36,23.08,-0.35,110.7,321732.74077346525
17.15,!,1738.26,false,411.5627349390705,0.57,1.32,-34,24.18,-8.6,108.9,75079.96558497484
21.06,b,1735.96,false,411.1693482242143,1.01,1.66,-83,14.4,-8.93,112.47,200576.68598228725
16.94,r,1788.5,f,400.0189792468983,0.71,2.18,55,15.79,-1.05,108.24,211476.68763694484
23.11,b,2218.59,true,404.7545317042649,1.31,2.1,-65,18.56,7.79,109.12,383067.8580280318
18.58,r,1903.45,false,405.0519124143619,1.45,3.66,13,18.25,9.48,112.6,220467.8731953842
21.09,r,2011.07,false,417.97015414399954,0.29,0.39,-41,17.86,2.44,109.2,169978.05982304047
20.85,r,1856.94,true,413.1708220698901,0.02,0.51,96,22.72,-6.83,104.32,228135.6918709703
18.38,y,2488.54,true,415.3824754334397,3.35,5.84,-85,19.38,-9.83,114.12,199057.1818768807
21.25,b,2498.57,false,408.96793397651356,1.19,2.48,52,22.52,-3.79,105.52,351777.1414159033
17.14,b,2003.54,true,408.5967390168986,1.09,2.09,44,23.38,5.73,112.0,217972.65420473955
17.99,y,2206.08,false,419.7498148146338,2.33,4.65,23,23.59,9.99,110.24,106392.90551739802
22.92,r,2086.07,false,401.7978565269914,1.14,1.41,-84,18.45,5.06,104.33,390747.3390991361
0.0,r,1842.47,true,405.98761529532857,1.31,2.53,-47,20.06,-4.52,110.76,235724.0067637197
20.51,r,1825.73,true,405.74446027546526,0.72,0.49,-6,17.86,-9.94,110.14,249971.20136156725
22.23,y,2306.25,false,418.3127218656701,1.0,1.65,-6,18.03,-6.22,104.2,205232.34467866726
18.04,b,2571.62,false,408.05847997703574,1.68,2.72,67,21.58,3.21,109.04,293007.77717700484
20.48,y,2059.43,false,407.1933575449413,1.88,3.83,-61,19.62,9.7,111.45,305193.4946486516
17.07,y,2060.37,false,405.59174801811014,2.06,4.17,62,,7.26,113.02,235595.43976202238
17.58,r,2147.44,false,401.8864398476346,0.14,0.0,93,18.78,-1.85,115.29,297880.31829882937
20.77,b,2106.99,false,406.11641592866266,3.9,7.95,-16,17.91,-9.26,114.8,282470.0383597404
20.08,b,2508.68,true,405.3348466244213,0.31,0.47,35,18.1,-8.16,104.23,307685.06923509465
22.77,r,1955.6,true,405.4311030376585,0.84,1.88,3,21.13,0.44,110.64,304549.9691703676
22.32,b,2156.95,true,419.07287775974635,0.5,0.47,-64,17.75,8.64,111.99,235311.06251569744
18.78,r,1542.21,true,415.5651801286152,1.04,2.3,61,18.16,8.89,107.91,114645.23261603256
20.91,y,2130.52,false,415.4486802118762,3.12,6.11,75,16.94,0.96,105.41,216210.99384598262
21.63,y,2241.19,false,418.81851763371134,2.94,5.52,72,17.94,-7.85,104.33,236975.48161064074
17.87,r,2077.13,true,402.8177716831865,1.13,2.94,61,21.65,-9.45,112.81,251409.88643916036
18.94,y,1876.68,true,412.3479911389261,0.29,0.56,-80,18.39,-2.36,106.95,165658.16101646284
17.23,b,1870.7,true,407.316615271175,0.39,1.13,29,20.16,6.89,115.15,202348.27019843037
23.6,b,1481.28,false,404.8669719413183,1.24,2.19,71,20.1,9.81,102.25,320448.0725956836
24.13,r,1948.7,true,417.350559083256,1.06,2.68,-69,26.46,3.71,113.28,255268.52039295356
20.67,b,1153.65,false,400.53323605780804,0.4,0.86,-71,24.59,-5.8,110.63,249115.41673568918
19.61,y,2172.02,false,410.36788278029525,3.17,5.89,29,16.83,-9.98,103.89,144037.46188475034
20.59,y,1917.19,rue,401.0051574790868,0.38,0.7,58,,-4.98,106.4,291181.3232449216
20.09,y,2459.37,false,418.3677201007273,0.14,-0.14,-71,18.97,4.6,113.93,217392.20354083704
22.0,r,1932.05,true,414.10147788628444,2.28,5.16,61,15.07,9.95,112.58,201921.77482154168
19.52,b,1971.71,true,412.7662222214414,1.65,3.37,38,19.63,6.15,109.76,135891.9688854839
21.56,r,1674.63,false,418.66239747539464,1.06,2.06,64,18.18,-3.3,112.13,173278.58274542008
20.81,b,2144.7,false,410.98509827273307,0.23,0.31,91,,-9.72,113.59,244318.5432578143
19.93,b,2353.54,true,411.97716408275636,0.68,1.72,17,23.55,-7.2,103.48,160906.4985993159
19.79,y,2030.65,false,418.80195653024197,0.46,0.29,-17,16.9,1.93,107.05,131198.20843077707
19.46,y,1843.37,false,402.43352873756754,1.58,3.04,40,12.77,9.3,106.66,246957.51847122613
18.7,x,,true,401.63722665695076,0.69,1.55,83,22.07,8.11,-107.22,302725.6305143406
19.37,r,2216.83,false,407.48767699936366,0.51,1.42,-46,20.02,-0.53,104.95,277219.2446938516
19.4,,1951.58,true,414.8396724053134,0.47,0.94,-33,18.42,-8.69,108.86,126339.79328067444
20.36,b,2199.77,true,416.05662285708155,0.12,0.52,-49,20.74,-8.85,116.29,179681.73748004553
20.3,r,2170.05,true,407.7928705855916,0.39,0.83,-22,22.8,-0.88,113.49,278056.83537146397
18.31,b,1817.43,true,403.26610007366577,0.0,0.19,-31,16.55,7.9,106.25,220009.13533836193
23.12,r,2209.43,true,402.2418021921498,0.33,0.05,48,22.32,9.42,111.09,360798.5131937596
0.0,y,2261.84,false,412.95857183696336,0.23,0.86,-27,20.81,2.27,112.62,214222.46517329817
19.02,r,1749.11,false,407.69412915832146,2.18,4.45,-60,17.18,-6.96,108.36,253908.79432244823
0.0,b,1853.44,true,416.24431405085875,0.33,0.63,-27,22.58,-9.8,107.13,139678.00061269134
20.41,b,1543.44,,403.97086012266584,0.37,1.2,76,21.59,-3.62,110.03,285076.5358175687
21.83,y,2899.98,true,408.0639123282591,1.08,2.15,92,17.3,5.88,108.51,459309.6971454093
22.37,r,2177.91,false,412.2305835193768,1.21,2.53,-54,20.76,9.98,111.48,225550.99267012288
20.78,b,2143.62,true,403.99284089339767,0.3,0.67,3,19.41,4.9,110.98,282847.13449389127
19.51,y,1618.64,true,406.2916243650674,2.63,5.36,-58,17.44,-4.68,114.07,250716.21739283763
18.88,b,2118.64,true,412.09961918033923,1.2,2.23,14,23.28,-9.96,100.2,120264.21486420702
20.5,r,1657.3,false,400.70060198485703,0.18,0.39,-7,19.44,-6.08,114.81,235640.32962059352
17.94,x,2283.1,false,410.57511159405675,0.7,1.63,66,13.76,3.38,104.97,150880.78963157235
18.77,y,1739.87,true,412.4489998165399,1.28,2.95,-23,19.93,9.74,112.49,95384.20366730567
17.24,b,1546.4,false,412.83299136219097,1.42,2.16,6,21.63,7.14,116.17,56551.1642745082
19.92,b,1931.48,false,416.78590224539147,0.23,0.38,-1,18.99,-2.02,113.56,126033.83669014288
17.72,b,1934.35,true,410.87939645721366,3.26,6.27,-30,18.81,-9.33,106.66,93223.24440632421
21.51,y,2200.95,false,408.61391584368323,0.24,0.2,54,22.16,-8.06,109.49,331655.78082266694
20.11,y,2014.29,true,401.90461146691024,0.1,0.37,4,,0.62,111.64,256190.13562324937
18.8,r,1812.84,false,407.08180673618875,2.03,4.05,-36,13.36,8.73,110.75,230944.10840330573
17.65,b,1276.88,true,405.4111163665291,0.14,0.32,81,14.67,8.81,111.86,236633.41965915522
20.25,r,2034.82,true,412.16163623108434,0.94,2.23,11,21.08,0.79,108.96,140216.79767477963
17.86,b,2053.36,false,412.62882425845896,1.03,1.74,-59,24.14,-7.96,108.07,127883.21580873386
19.66,y,1797.91,false,402.91998072875845,1.33,2.27,18,19.06,-9.39,109.36,234903.43230792772
22.07,r,2464.89,false,401.7901120371418,1.41,2.22,-83,14.45,-2.19,109.47,407810.48414683586
0.0,y,2278.15,true,405.755224271884,1.16,2.39,55,20.89,7.02,105.19,191880.9560124117
17.17,y,1800.8,false,408.988754714493,0.07,0.25,38,20.77,9.78,107.07,202407.51315824204
19.44,y,1888.98,true,406.42911219331006,0.02,0.43,59,21.36,3.54,106.89,269520.9044144676
16.6,x,1787.35,true,404.86845590752995,0.0,-0.62,-97,20.07,-5.95,103.45,270467.35481864226
25.46,y,1733.87,false,412.2524438118323,0.19,0.37,-97,23.92,-9.97,102.09,300508.1698237498
21.09,y,2206.36,true,403.9694782809687,0.68,1.46,34,19.7,-4.83,113.57,304408.23316204234
18.07,r,2132.13,false,402.2577568911772,0.05,-0.33,-72,23.9,4.75,110.41,273341.961387107
21.85,r,1632.67,true,411.84000979894813,1.16,3.25,14,20.01,9.97,110.95,136188.13141729654
21.44,y,2017.6,false,407.25103589598785,0.31,0.0,-3,14.86,6.01,105.35,284415.5564527691
22.77,r,2161.59,false,406.4726052190251,0.45,1.2,21,21.81,-3.46,104.44,330498.9715473288
17.38,b,1562.34,true,400.1624459574258,0.35,0.35,58,19.38,-9.76,109.58,214169.1293122216
20.14,,1839.97,false,419.1960752922762,0.09,0.04,46,14.42,-7.08,100.2,142296.1326781631
22.25,r,2321.33,false,414.62072178561084,1.52,2.76,-71,15.78,2.11,116.65,258052.02249863924
20.84,r,2055.12,false,412.81306929134485,0.2,0.0,77,22.85,9.36,114.1,212011.7101981237
21.33,b,2571.92,true,405.84531234732833,1.08,2.47,-89,17.4,8.0,116.67,412190.4229583771
20.73,b,2474.34,false,409.95869597432784,1.45,2.4,-69,23.01,-0.71,112.44,357905.3468442943
20.7,b,,true,408.81715479484336,0.8,0.98,-54,20.14,-8.77,106.2,288220.2439528091
20.86,r,2436.43,true,407.0386216930076,1.84,4.31,-38,,-8.77,110.59,322256.4681135582
20.57,y,1873.6,true,418.1757388593959,1.1,1.81,64,15.53,-0.7,106.57,172873.66922375077
17.36,y,2195.32,false,409.85893965617043,0.98,1.43,-62,13.98,8.01,106.44,249284.33126209147
20.57,b,2022.54,false,403.99492317703306,0.51,0.95,-36,24.19,9.36,115.74,281620.7601387993
20.27,b,2026.37,true,418.3004727416142,2.24,4.42,-5,26.24,2.1,120.46,140603.01485178393
19.27,b,1473.59,true,406.7510706856821,1.49,3.56,-98,23.64,-7.08,106.51,301752.83120503667
20.39,y,2315.53,true,409.44274261182875,0.03,-0.16,-2,,-9.76,106.01,287150.63364872127
20.93,y,2268.79,true,405.6317748478297,1.08,3.11,27,17.15,-3.46,-109.76,302306.7255305468
17.84,r,2059.64,true,401.00936131205697,0.05,0.45,-68,20.51,6.02,111.24,258808.1782288686
22.97,b,2096.74,false,401.17381471852116,10.69,20.92,26,25.2,9.97,116.66,331942.53435818525
19.77,r,1811.05,true,412.49269022957475,2.15,4.07,-37,23.12,4.75,110.34,126794.93525884334
18.49,x,1985.29,true,413.3117342837699,0.37,0.48,8,16.44,-4.83,110.37,100671.69874692179
20.47,y,2602.74,true,407.8318117460861,1.74,3.32,23,20.46,-9.97,110.5,316931.87688099075
18.67,r,1995.2,true,406.8625152912098,0.37,0.91,-22,18.19,-5.94,113.08,231805.60656063026
21.88,b,2213.5,true,404.62889773061494,0.01,-0.15,70,17.75,3.55,105.37,362341.20524837833
20.43,r,2003.69,t,405.05251975805646,1.79,3.22,4,21.73,9.78,111.82,262797.8843657532
19.23,r,1802.43,false,405.28011213129327,0.36,0.26,91,20.56,7.02,110.69,307709.7344241075
21.33,r,2883.44,true,405.365586295551,0.75,2.19,92,22.69,-2.19,107.35,443148.354047738
18.76,x,1513.59,true,405.1310844451241,0.59,0.31,91,19.45,-9.39,114.91,281106.4225219852
20.13,y,2025.64,false,413.07431244038656,0.56,1.75,63,22.47,-7.95,113.71,175524.0904032256
19.43,b,2229.33,true,403.1355726915754,0.88,2.52,-38,22.21,0.79,114.0,274217.9416307777
0.0,y,1875.02,false,406.8027695765342,0.49,1.62,45,21.89,8.81,102.62,300818.4832166375
20.75,r,2438.35,true,400.9478620507143,4.94,10.32,5,22.54,8.73,118.5,304602.6229132207
19.29,y,1879.38,false,415.6067479317015,0.01,-0.37,72,19.82,0.61,110.85,160350.02103036578
18.9,b,1498.18,false,413.5291668581203,0.11,-0.06,49,13.73,-8.06,111.86,103043.37156486844
15.78,b,2562.3,true,405.650946118515,0.09,-0.03,19,15.9,-9.33,-111.14,193010.52853618524
18.49,r,2145.29,true,411.2693484310709,0.08,0.14,41,18.62,-2.01,111.18,126706.39416319838
18.61,b,2380.99,true,412.85589892226955,2.45,4.62,15,22.16,7.15,-116.27,131112.15284995595
19.37,b,2068.59,true,403.8475911454687,0.2,0.77,-84,19.53,9.74,107.21,318079.5485206525
20.66,r,2177.09,true,403.2312950382868,1.03,2.25,13,20.03,3.37,101.69,282798.5232012253
0.0,x,2131.09,false,401.9171288606072,0.2,0.32,-39,19.08,-6.09,111.38,309222.19178953837
21.14,b,1738.54,true,409.68450141834495,2.14,4.16,82,15.92,-9.96,117.15,324284.04488582455
23.44,r,1956.58,false,408.7099699303707,0.27,0.65,65,20.01,-4.67,112.26,361086.1187817164
21.73,r,2079.82,true,412.5602242974959,0.0,-0.35,87,22.38,4.91,110.88,249289.64518553528
21.03,r,1773.62,true,416.3193512903515,1.47,1.94,46,16.47,9.98,107.81,153672.56536780688
18.44,y,1881.79,true,418.21276208495493,1.06,1.37,-53,20.2,5.87,110.01,120550.52217357719
23.01,b,1978.73,true,412.15567256538816,1.26,2.37,-47,19.36,-3.63,111.48,213921.36891873315
20.43,y,2340.96,true,418.5516959041056,1.95,3.72,-62,13.91,-9.8,102.6,204958.39203811449
21.54,r,1944.48,rue,401.4836043667943,0.71,0.83,-57,24.06,-6.95,109.51,311500.01702233794
20.9,r,2856.6,false,411.6259267216314,1.18,2.84,50,21.33,2.28,110.92,246677.20167560596
24.66,r,1853.98,false,415.9229995753279,5.09,9.92,-20,21.43,9.42,116.62,211299.86458835631
20.25,b,2879.28,true,408.7075845860432,0.14,-0.08,44,17.42,7.9,111.85,349008.2620145103
17.67,b,2249.8,true,403.5989258573214,0.71,1.19,44,20.55,-0.88,109.15,240949.95334268548
19.5,y,1512.45,false,409.29835567820544,0.95,1.96,-53,20.87,-8.86,109.46,238463.35050175653
21.83,r,2243.75,true,415.63142021376274,0.82,0.92,-66,18.17,-8.68,110.22,234303.33425696334
22.55,r,1669.59,false,419.36318748804024,0.49,0.7,-90,18.04,-0.52,114.61,229871.46967415395
22.97,y,2380.42,false,413.1174507138367,0.93,2.24,38,19.68,8.11,114.37,245363.37682487062
17.27,b,1885.16,true,410.9410734318306,1.9,3.26,78,16.06,9.29,117.65,134240.2530812932
21.0,y,2116.45,false,413.6510637886256,0.08,-0.39,-92,19.07,1.93,103.22,245926.61939462196
20.85,y,2239.79,false,411.723593815307,0.64,1.75,-7,18.73,-7.21,108.44,169129.42952887955
20.55,b,2074.58,false,405.74391418087174,1.59,3.08,-54,24.55,-9.72,117.83,302241.8367131377
22.27,y,2101.02,true,417.95751597840473,0.07,0.71,-77,24.99,-3.29,111.26,245730.3954926196
22.93,b,2270.95,false,402.5000932951333,3.01,5.89,5,20.73,6.16,108.74,342840.15894211613
20.81,r,1743.91,false,419.6516951394925,2.57,5.9,62,18.42,9.95,109.23,164401.4012021757
18.07,y,2548.78,false,400.0058096533645,0.39,1.46,15,16.98,4.59,109.72,246738.56506247653
19.04,b,1871.4,false,401.9410866005414,0.45,1.05,29,20.81,-4.99,113.15,235920.8251068131
20.6,r,2023.59,false,414.3816230415889,0.41,0.14,82,19.3,-9.98,106.22,212580.0269306531
18.64,b,2386.63,false,400.7835426870518,0.54,0.55,-6,21.0,-5.8,102.69,251750.56452492764
18.81,r,2084.09,false,409.56581101647686,1.17,1.85,40,15.42,3.71,106.21,252141.32930548716
21.18,b,2036.9,false,407.6138084652561,0.13,0.52,-45,18.8,9.82,109.6,303520.21647266974
19.09,b,2121.06,false,405.6447969681861,0.06,0.26,62,17.38,6.89,104.53,284074.11132877076
20.23,y,1800.06,true,409.5620136709784,0.01,0.1,7,21.2,-2.37,108.03,244327.86014490816
20.93,r,1753.1,true,415.7988677799455,0.41,0.54,73,23.45,-9.45,104.24,182475.62545444196
17.1,b,2033.84,false,413.19513446462076,1.53,3.27,-71,15.03,-7.84,106.59,127252.17981909374
20.23,r,2215.97,false,412.29465486750456,1.26,2.88,15,19.73,0.97,111.19,155251.8915455275
19.29,y,2588.95,false,414.93341634929243,0.28,0.27,70,24.94,8.9,111.22,206009.0023750762
21.24,y,2305.88,true,419.59690982314794,0.27,0.39,29,19.11,8.64,114.03,190889.96750724548
22.92,b,1672.32,true,405.19641777683614,1.4,2.72,38,28.1,0.43,105.14,295015.9072474347
22.64,y,1690.54,false,416.9324895748279,0.25,0.7,-12,21.09,-8.16,114.72,154217.68453966308
19.72,y,1379.67,,407.3025498662343,0.73,1.98,80,24.11,-9.26,110.24,267901.2327819777
18.17,b,2379.61,false,405.66061264871865,0.18,0.48,-50,21.52,-1.84,106.69,265766.7758616869
20.22,b,1367.38,false,416.9806997952402,0.48,1.02,-64,24.69,7.27,114.31,129774.8908045452
20.02,r,1874.26,true,419.2187113861632,0.09,0.26,73,22.86,9.7,106.52,175240.73028271293
18.25,r,2357.37,true,414.57066529170703,0.44,0.52,42,23.75,3.21,106.43,134500.4988717361
22.94,b,2140.9,true,406.57452990304057,0.18,0.53,87,16.58,-6.23,108.92,405718.5327953907
19.31,b,1772.45,true,412.168481951871,0.87,1.47,-68,20.23,-9.94,110.67,150616.28743331198
21.26,r,2019.08,false,405.6774354030809,0.45,0.91,-7,21.83,-4.51,110.68,281559.27639380685
23.75,r,2157.44,true,410.52359414400837,0.7,0.92,43,15.78,5.06,109.6,243459.3410586483
19.03,b,2366.52,,400.93658712925935,2.96,5.76,-19,,9.99,113.28,263297.3941056622
20.6,r,1975.69,false,405.7354030291392,3.09,6.17,-59,21.88,5.73,116.55,299132.10103453655
19.39,b,1387.83,false,408.40128656761397,1.79,4.0,-72,18.22,-3.79,113.47,254094.34909875068
21.13,b,2094.8,true,413.24207387733145,1.4,2.97,12,17.38,-9.83,114.73,166019.41461227133
23.29,y,2294.69,true,413.584560858945,3.29,6.02,18,20.46,-6.82,115.47,232817.5430787217
22.32,y,2106.43,true,418.1328340209293,0.2,0.77,-47,18.0,2.45,105.35,210227.71395026354
15.91,b,1448.61,true,408.9284558641612,2.4,5.07,82,,9.48,120.32,223090.1188659854
19.92,y,2247.73,true,418.4858303857591,0.08,-0.27,7,19.85,7.79,105.42,148280.31070460723
18.44,y,1800.39,false,403.6785724016427,0.45,0.51,65,21.05,-1.06,103.62,252647.6669776917
19.8,b,2439.13,true,402.5832598736619,0.58,1.45,93,15.24,-8.94,108.88,370033.2596815137
18.23,b,1549.38,true,415.2157596374163,0.16,0.52,97,22.01,-8.59,103.36,166177.05575462402
20.01,y,1617.3,false,412.7925898404571,1.25,3.16,85,21.25,-0.35,111.8,175382.82850426796
19.61,b,2045.77,false,412.5498490776549,0.37,0.41,11,17.19,8.22,113.53,130343.77492415078
